ca_score_40,attendance_rate_percent,mock_exam_score_100,study_hours_per_week,subject_combination,gender,study_resources,behavioural_pattern,stress_level_1_10,performance_category
19,61,34,33,Arts,Male,Mixed,Stressed,2,Good
0,98,24,30,Commercial,Female,Mixed,Motivated,4,Average
36,6,2,24,Arts,Female,YouTube,Motivated,8,At Risk
8,26,16,11,Commercial,Female,Mixed,Motivated,5,At Risk
16,91,11,0,Arts,Female,Textbooks,Motivated,1,At Risk
8,85,53,21,Arts,Female,Mixed,Struggling,7,At Risk
10,13,23,39,Arts,Male,Tutorials,Motivated,1,At Risk
14,70,28,36,Science,Female,Tutorials,Struggling,9,At Risk
23,100,42,0,Arts,Female,YouTube,Stressed,3,Average
37,85,24,0,Science,Female,Textbooks,Stressed,3,Average
34,4,99,20,Science,Male,Tutorials,Struggling,6,Average
29,54,59,14,Arts,Female,Mixed,Stressed,10,Average
30,1,89,16,Commercial,Female,Tutorials,Stressed,6,Average
4,61,64,21,Commercial,Female,Tutorials,Motivated,6,At Risk
13,90,83,37,Commercial,Male,YouTube,Motivated,1,Excellent
10,20,27,34,Arts,Female,Mixed,Motivated,5,At Risk
8,78,15,15,Commercial,Female,Mixed,Struggling,6,At Risk
33,20,46,7,Science,Female,Mixed,Struggling,8,At Risk
11,9,80,16,Commercial,Male,YouTube,Stressed,1,Average
34,86,91,16,Arts,Male,Mixed,Motivated,5,Excellent
34,57,57,25,Commercial,Male,Mixed,Struggling,3,Excellent
0,38,75,12,Science,Male,Tutorials,Struggling,2,Average
39,4,26,16,Arts,Female,Tutorials,Motivated,8,At Risk
21,64,52,37,Commercial,Female,Mixed,Struggling,7,Good
28,12,41,16,Arts,Male,Textbooks,Motivated,10,At Risk
7,84,58,13,Arts,Male,Textbooks,Stressed,7,Average
10,89,46,5,Arts,Female,Mixed,Stressed,5,At Risk
40,84,93,34,Commercial,Female,Textbooks,Stressed,9,Excellent
36,52,33,13,Arts,Male,YouTube,Motivated,5,Good
13,81,36,7,Commercial,Male,Tutorials,Struggling,2,Average
29,100,5,14,Science,Male,YouTube,Stressed,3,Average
34,44,6,26,Commercial,Male,Tutorials,Stressed,4,Average
20,31,95,12,Science,Female,Textbooks,Stressed,5,Average
36,35,95,30,Commercial,Male,Textbooks,Struggling,3,Good
4,80,24,34,Arts,Male,Mixed,Struggling,7,Average
18,98,32,5,Commercial,Female,Textbooks,Motivated,5,Average
13,59,54,4,Arts,Female,Textbooks,Stressed,5,Average
25,10,57,21,Science,Female,Mixed,Struggling,6,Average
3,62,6,22,Commercial,Female,Mixed,Motivated,7,At Risk
24,20,56,24,Arts,Female,Tutorials,Stressed,10,At Risk
24,51,11,33,Science,Male,Textbooks,Struggling,10,At Risk
17,54,15,25,Science,Male,Tutorials,Struggling,8,At Risk
39,25,79,4,Commercial,Male,Tutorials,Motivated,9,At Risk
7,67,42,25,Science,Female,YouTube,Stressed,4,Average
38,33,99,19,Arts,Male,Textbooks,Stressed,5,Good
39,51,76,5,Science,Female,Textbooks,Struggling,5,Good
13,81,6,5,Science,Male,YouTube,Stressed,8,At Risk
31,98,99,17,Arts,Male,Tutorials,Motivated,9,Good
37,92,50,3,Science,Female,Textbooks,Struggling,7,Excellent
32,51,72,16,Science,Female,Tutorials,Struggling,5,Good
22,28,31,13,Science,Male,YouTube,Motivated,3,Average
14,37,74,13,Science,Male,Mixed,Struggling,1,Average
32,41,7,12,Arts,Male,Tutorials,Stressed,9,At Risk
24,20,96,6,Science,Male,Textbooks,Stressed,5,Good
16,41,86,14,Arts,Male,Mixed,Struggling,9,Average
32,12,88,18,Science,Female,Tutorials,Motivated,10,Good
1,63,71,34,Science,Female,Tutorials,Motivated,4,Good
13,16,44,16,Science,Female,Mixed,Stressed,5,At Risk
39,8,85,34,Science,Female,Mixed,Motivated,4,Excellent
39,40,58,18,Arts,Male,Mixed,Struggling,2,Good
38,0,3,19,Arts,Male,Textbooks,Struggling,1,Average
5,1,66,35,Arts,Female,Textbooks,Stressed,8,Average
5,59,28,34,Commercial,Male,Tutorials,Stressed,4,At Risk
2,47,28,31,Science,Female,Tutorials,Stressed,5,Average
6,28,97,39,Science,Male,YouTube,Motivated,6,Good
7,96,97,23,Arts,Male,Textbooks,Struggling,8,Good
14,9,27,16,Commercial,Male,Tutorials,Struggling,8,At Risk
28,57,76,6,Science,Female,Mixed,Struggling,7,Good
32,59,78,0,Arts,Female,Mixed,Stressed,4,Good
29,20,86,34,Science,Female,Textbooks,Struggling,6,Excellent
38,27,43,31,Science,Female,Mixed,Motivated,4,Good
26,74,89,35,Arts,Male,YouTube,Motivated,7,Good
35,33,3,12,Arts,Male,Tutorials,Struggling,1,At Risk
28,7,89,5,Science,Male,Tutorials,Stressed,5,Average
37,58,8,13,Science,Male,Tutorials,Struggling,10,Average
32,85,4,36,Arts,Female,Textbooks,Motivated,10,Average
36,71,55,14,Science,Male,Mixed,Motivated,4,Good
26,48,95,3,Science,Male,YouTube,Motivated,7,Good
32,78,83,39,Arts,Male,Textbooks,Struggling,9,Excellent
3,16,49,15,Science,Female,Tutorials,Motivated,5,At Risk
21,59,74,27,Science,Female,YouTube,Stressed,4,Average
1,86,14,15,Commercial,Female,Tutorials,Struggling,9,At Risk
9,87,31,3,Arts,Male,Tutorials,Struggling,5,At Risk
4,44,27,25,Commercial,Female,Textbooks,Motivated,9,At Risk
9,82,21,27,Commercial,Male,Tutorials,Motivated,8,Average
32,68,16,31,Commercial,Male,YouTube,Stressed,4,Good
37,31,58,1,Science,Male,Tutorials,Struggling,7,Average
12,43,89,30,Science,Female,Mixed,Motivated,5,Good
30,64,70,2,Commercial,Female,Tutorials,Stressed,10,Average
35,86,56,7,Commercial,Male,Textbooks,Motivated,4,Good
23,100,25,23,Commercial,Male,YouTube,Struggling,5,Average
14,7,24,14,Science,Female,Textbooks,Motivated,5,At Risk
28,76,9,30,Commercial,Female,Mixed,Struggling,9,At Risk
7,71,44,8,Commercial,Female,Tutorials,Motivated,9,At Risk
4,86,82,38,Arts,Male,Textbooks,Struggling,6,Average
28,42,10,1,Arts,Male,Textbooks,Stressed,4,At Risk
3,0,76,7,Science,Male,Textbooks,Struggling,2,At Risk
11,50,52,6,Arts,Female,Textbooks,Stressed,3,Average
1,23,71,38,Arts,Female,Mixed,Struggling,2,Average
26,98,67,15,Arts,Female,Mixed,Stressed,5,Good
30,23,94,34,Science,Male,Tutorials,Motivated,6,Good
35,16,27,29,Arts,Male,Tutorials,Struggling,5,Average
35,4,74,9,Science,Female,YouTube,Motivated,2,Good
25,19,64,37,Commercial,Male,Mixed,Stressed,5,Good
26,20,48,17,Arts,Female,Textbooks,Struggling,9,Average
4,57,46,4,Science,Male,Textbooks,Struggling,4,At Risk
19,30,51,28,Arts,Female,YouTube,Motivated,10,At Risk
10,99,87,38,Commercial,Male,Textbooks,Struggling,2,Good
9,10,53,33,Science,Male,YouTube,Struggling,3,At Risk
39,51,59,22,Science,Female,Tutorials,Motivated,3,Good
37,14,56,4,Science,Female,Mixed,Struggling,9,Good
5,82,46,29,Commercial,Female,YouTube,Motivated,4,Average
7,6,30,5,Commercial,Female,Textbooks,Motivated,1,At Risk
22,27,45,3,Commercial,Female,YouTube,Motivated,1,At Risk
25,50,25,28,Science,Male,Tutorials,Motivated,7,Average
11,57,4,22,Commercial,Female,Textbooks,Motivated,7,At Risk
25,4,83,5,Arts,Female,Tutorials,Stressed,2,Good
12,4,51,31,Commercial,Female,Tutorials,Stressed,9,Average
39,93,74,17,Science,Male,YouTube,Motivated,9,Good
17,95,53,14,Arts,Female,Tutorials,Stressed,5,Average
24,7,32,39,Commercial,Female,Textbooks,Stressed,3,Average
32,63,49,31,Arts,Female,Tutorials,Struggling,3,Good
39,9,37,8,Arts,Male,Tutorials,Motivated,3,Good
11,37,26,36,Science,Male,YouTube,Stressed,6,Average
35,95,97,9,Arts,Female,Tutorials,Struggling,4,Excellent
3,91,14,19,Arts,Male,Mixed,Struggling,8,At Risk
4,80,95,5,Science,Female,YouTube,Motivated,5,Average
36,94,60,2,Science,Male,YouTube,Motivated,1,Good
7,7,20,10,Science,Female,Textbooks,Struggling,9,At Risk
27,24,45,16,Arts,Male,Textbooks,Motivated,1,Average
30,72,68,31,Arts,Female,Textbooks,Motivated,6,Good
8,65,5,3,Arts,Female,Textbooks,Struggling,1,At Risk
28,78,37,3,Science,Male,Mixed,Struggling,3,Average
13,49,61,16,Commercial,Female,YouTube,Motivated,10,Average
39,66,85,40,Arts,Female,Tutorials,Stressed,5,Excellent
40,48,61,18,Commercial,Female,Textbooks,Motivated,10,Average
21,35,81,4,Science,Female,Textbooks,Stressed,7,Average
10,67,77,31,Arts,Male,Textbooks,Struggling,10,Good
22,77,73,21,Commercial,Female,Tutorials,Stressed,8,Average
0,40,45,5,Arts,Male,Textbooks,Struggling,9,At Risk
36,88,12,34,Arts,Male,Tutorials,Motivated,6,Good
20,61,94,21,Arts,Male,YouTube,Motivated,9,Good
25,9,93,0,Commercial,Male,YouTube,Struggling,8,At Risk
35,20,2,19,Science,Female,YouTube,Struggling,9,At Risk
22,35,93,21,Arts,Female,Mixed,Struggling,10,Good
0,11,5,10,Science,Male,Tutorials,Motivated,4,At Risk
39,90,92,12,Science,Female,Textbooks,Motivated,9,Good
14,1,7,2,Commercial,Male,Textbooks,Stressed,7,At Risk
20,12,43,8,Commercial,Female,Textbooks,Struggling,5,Average
8,52,32,11,Science,Female,Textbooks,Stressed,5,At Risk
8,31,80,22,Arts,Female,Mixed,Motivated,1,Good
9,94,74,13,Commercial,Male,Textbooks,Stressed,2,Average
25,15,76,32,Arts,Male,Mixed,Stressed,10,Good
40,31,49,17,Arts,Female,Tutorials,Motivated,3,Good
34,31,10,40,Arts,Male,YouTube,Motivated,8,At Risk
24,97,94,8,Science,Male,Textbooks,Struggling,6,Average
25,10,27,22,Arts,Female,YouTube,Stressed,10,At Risk
10,9,69,9,Science,Male,Tutorials,Motivated,5,At Risk
37,14,40,18,Science,Female,Tutorials,Motivated,1,Good
1,16,15,4,Arts,Female,Textbooks,Stressed,9,At Risk
6,39,67,22,Arts,Female,Tutorials,Motivated,3,At Risk
17,17,98,29,Arts,Male,YouTube,Struggling,3,Average
26,54,47,24,Arts,Female,Textbooks,Struggling,2,Average
33,72,55,27,Science,Female,Mixed,Stressed,4,Excellent
26,24,63,33,Arts,Male,Textbooks,Struggling,2,Excellent
16,58,58,24,Arts,Male,YouTube,Motivated,9,Average
23,77,89,9,Science,Male,Textbooks,Motivated,10,Average
24,88,61,13,Commercial,Male,Textbooks,Motivated,7,Good
6,21,75,29,Commercial,Female,YouTube,Motivated,8,Average
5,29,10,40,Science,Male,Textbooks,Stressed,3,At Risk
23,83,100,24,Commercial,Male,Textbooks,Struggling,6,Excellent
32,84,88,13,Science,Male,YouTube,Struggling,10,Good
28,43,17,34,Arts,Male,Tutorials,Motivated,6,At Risk
21,31,18,33,Arts,Female,YouTube,Stressed,1,Average
25,50,86,9,Commercial,Male,Textbooks,Motivated,6,Good
27,45,54,34,Arts,Female,Mixed,Motivated,3,Good
20,20,81,10,Commercial,Male,Mixed,Stressed,3,At Risk
6,98,25,10,Commercial,Female,YouTube,Stressed,3,At Risk
16,31,5,20,Arts,Female,Mixed,Motivated,10,At Risk
19,93,3,20,Arts,Male,Textbooks,Struggling,10,Average
40,38,28,21,Commercial,Female,Textbooks,Motivated,8,Average
19,11,58,6,Arts,Male,YouTube,Struggling,5,Average
21,46,97,16,Science,Female,Textbooks,Struggling,4,Good
27,17,16,1,Arts,Female,Tutorials,Stressed,9,At Risk
39,20,42,11,Arts,Female,Textbooks,Stressed,9,At Risk
6,12,79,17,Science,Male,YouTube,Motivated,1,At Risk
0,20,65,10,Arts,Female,Tutorials,Struggling,2,At Risk
31,7,33,15,Arts,Male,Tutorials,Struggling,8,At Risk
12,45,7,17,Commercial,Female,Mixed,Motivated,5,At Risk
29,6,12,34,Arts,Female,Textbooks,Motivated,7,At Risk
22,22,7,25,Arts,Female,YouTube,Motivated,1,At Risk
18,95,93,15,Science,Female,Mixed,Stressed,10,Good
31,74,95,5,Commercial,Female,Mixed,Motivated,5,Good
29,85,99,11,Commercial,Female,Textbooks,Motivated,3,Good
28,21,93,12,Commercial,Male,Textbooks,Struggling,10,Average
28,88,64,3,Arts,Male,YouTube,Motivated,2,Good
29,21,42,38,Commercial,Male,Mixed,Struggling,2,Good
15,91,38,1,Science,Female,YouTube,Struggling,9,At Risk
39,28,80,25,Commercial,Male,Mixed,Stressed,4,Good
18,12,58,26,Science,Female,Mixed,Motivated,4,Good
17,81,83,26,Commercial,Male,Mixed,Motivated,7,Good
0,1,87,14,Commercial,Male,Textbooks,Struggling,10,At Risk
13,28,85,7,Science,Female,Mixed,Stressed,10,Average
1,84,92,6,Commercial,Female,Mixed,Stressed,2,At Risk
27,78,85,39,Commercial,Male,Mixed,Motivated,3,Excellent
29,51,43,11,Commercial,Male,Tutorials,Struggling,3,At Risk
37,26,8,12,Arts,Male,Textbooks,Motivated,6,At Risk
3,49,36,16,Science,Male,Tutorials,Motivated,3,Average
0,94,73,16,Commercial,Female,Textbooks,Motivated,5,Average
7,78,35,35,Science,Male,YouTube,Motivated,4,At Risk
28,22,100,20,Science,Female,Tutorials,Struggling,3,Excellent
38,87,91,7,Science,Female,YouTube,Stressed,8,Good
2,43,27,4,Commercial,Male,Mixed,Motivated,10,At Risk
31,76,41,25,Commercial,Female,YouTube,Motivated,3,Excellent
9,21,42,15,Science,Male,YouTube,Motivated,6,At Risk
9,42,84,35,Arts,Female,YouTube,Motivated,7,Good
18,36,87,27,Science,Female,YouTube,Stressed,7,Good
33,60,41,28,Arts,Male,Textbooks,Stressed,2,Excellent
32,96,65,11,Science,Female,Tutorials,Stressed,3,Good
22,55,54,36,Science,Female,Textbooks,Stressed,10,Good
27,2,71,29,Science,Male,Textbooks,Motivated,10,Average
31,62,47,22,Commercial,Female,Textbooks,Struggling,4,Average
6,18,90,15,Arts,Female,YouTube,Stressed,7,At Risk
28,22,21,13,Arts,Male,Textbooks,Stressed,2,Average
7,28,100,9,Science,Male,Tutorials,Motivated,3,Average
0,29,26,6,Commercial,Female,Textbooks,Motivated,7,At Risk
2,38,92,36,Commercial,Female,Mixed,Motivated,7,At Risk
23,24,66,28,Arts,Female,YouTube,Motivated,10,Average
22,100,12,2,Commercial,Male,Mixed,Struggling,3,Average
7,7,44,14,Arts,Female,Tutorials,Struggling,1,At Risk
36,57,9,35,Arts,Female,Tutorials,Stressed,3,Average
2,15,99,18,Arts,Female,Tutorials,Struggling,5,At Risk
32,71,8,12,Commercial,Female,Tutorials,Stressed,7,Average
27,0,53,20,Arts,Female,Textbooks,Stressed,4,Average
7,4,26,36,Arts,Female,YouTube,Struggling,1,At Risk
33,2,33,26,Science,Male,Tutorials,Stressed,6,Average
34,64,0,28,Arts,Male,Mixed,Motivated,2,Good
31,3,31,19,Arts,Female,Tutorials,Stressed,3,Average
23,98,88,24,Science,Female,YouTube,Motivated,4,Good
13,95,92,5,Science,Male,Mixed,Struggling,6,Good
31,63,70,35,Commercial,Male,Mixed,Struggling,6,Good
15,97,66,1,Arts,Male,Mixed,Stressed,7,Average
3,88,83,21,Commercial,Female,Textbooks,Motivated,5,Average
36,9,19,31,Commercial,Female,Tutorials,Stressed,7,Good
20,20,93,15,Science,Female,Textbooks,Struggling,2,Good
13,45,34,17,Commercial,Female,Mixed,Stressed,1,At Risk
30,90,98,4,Arts,Male,Textbooks,Stressed,10,Good
17,26,90,35,Science,Male,Textbooks,Motivated,8,Average
6,65,89,29,Arts,Male,Textbooks,Struggling,1,Good
9,40,77,18,Arts,Male,Tutorials,Stressed,2,Average
6,12,16,22,Science,Female,Mixed,Motivated,10,At Risk
32,8,17,33,Arts,Female,Mixed,Stressed,6,At Risk
22,35,44,12,Science,Male,Tutorials,Motivated,1,Average
20,85,92,28,Arts,Male,Textbooks,Motivated,10,Good
18,89,83,35,Science,Male,Textbooks,Stressed,3,Good
18,57,52,21,Commercial,Male,YouTube,Struggling,7,Average
35,53,90,35,Arts,Male,YouTube,Struggling,8,Good
28,11,81,8,Science,Female,YouTube,Motivated,4,At Risk
17,80,67,38,Arts,Female,Tutorials,Struggling,3,Excellent
1,77,64,18,Arts,Male,Mixed,Motivated,1,Average
0,13,0,37,Arts,Male,YouTube,Struggling,9,At Risk
4,33,57,5,Science,Male,Mixed,Stressed,10,At Risk
19,52,25,14,Commercial,Female,Mixed,Struggling,6,Average
10,19,19,19,Commercial,Female,Mixed,Motivated,6,At Risk
1,74,86,8,Commercial,Female,Tutorials,Motivated,9,At Risk
2,15,9,31,Science,Male,Tutorials,Struggling,1,At Risk
22,94,58,3,Commercial,Female,Tutorials,Stressed,6,Average
11,69,74,17,Science,Male,Tutorials,Motivated,5,Good
19,55,40,4,Arts,Female,YouTube,Motivated,6,Average
4,82,4,19,Arts,Female,Textbooks,Motivated,8,At Risk
36,100,64,22,Commercial,Female,Textbooks,Motivated,5,Excellent
37,57,16,10,Science,Male,Textbooks,Motivated,2,Good
29,3,21,36,Arts,Male,YouTube,Stressed,2,Average
8,3,97,21,Science,Female,Textbooks,Struggling,10,At Risk
33,19,40,3,Science,Male,YouTube,Stressed,5,Average
34,9,92,28,Arts,Male,YouTube,Stressed,3,Good
21,23,67,33,Science,Male,YouTube,Motivated,10,Average
23,98,68,12,Arts,Male,Textbooks,Stressed,3,Excellent
16,25,10,8,Arts,Male,Mixed,Motivated,8,At Risk
9,36,55,30,Arts,Male,Textbooks,Stressed,7,Average
29,84,50,6,Science,Male,Textbooks,Motivated,1,Average
22,53,20,3,Arts,Female,Tutorials,Motivated,5,Average
31,20,98,18,Science,Male,YouTube,Stressed,9,Excellent
16,73,75,29,Arts,Male,Mixed,Stressed,4,Good
16,37,25,30,Arts,Female,Tutorials,Struggling,1,Good
13,45,18,34,Commercial,Female,Mixed,Struggling,8,At Risk
8,3,59,20,Commercial,Female,Mixed,Struggling,5,At Risk
39,59,70,30,Commercial,Female,YouTube,Stressed,2,Excellent
1,56,46,18,Science,Male,Textbooks,Stressed,1,Average
24,44,70,30,Science,Female,YouTube,Motivated,3,Good
38,19,25,31,Arts,Female,YouTube,Struggling,9,Average
8,16,39,1,Arts,Male,Tutorials,Motivated,1,At Risk
21,70,4,9,Arts,Male,YouTube,Motivated,4,At Risk
3,3,20,1,Arts,Male,Textbooks,Motivated,8,At Risk
25,92,77,1,Science,Female,Mixed,Motivated,8,Good
28,13,3,23,Arts,Male,YouTube,Struggling,10,At Risk
33,2,22,16,Arts,Female,Mixed,Motivated,8,At Risk
22,87,83,31,Commercial,Male,YouTube,Stressed,10,Good
36,100,14,15,Arts,Male,Mixed,Stressed,8,Average
10,79,92,15,Arts,Female,YouTube,Stressed,4,Good
5,57,7,38,Arts,Male,Tutorials,Struggling,8,At Risk
17,54,40,30,Science,Male,Mixed,Motivated,9,At Risk
20,3,18,23,Commercial,Male,YouTube,Struggling,7,At Risk
35,23,45,0,Arts,Male,YouTube,Motivated,2,Average
40,33,27,10,Arts,Male,Tutorials,Struggling,9,Average
37,29,90,20,Commercial,Female,Tutorials,Struggling,8,Good
33,81,67,3,Arts,Female,Tutorials,Motivated,5,Good
16,18,14,6,Science,Male,Mixed,Struggling,3,At Risk
36,30,98,25,Arts,Female,Mixed,Motivated,7,Good
24,59,36,11,Science,Female,Tutorials,Stressed,2,Good
37,59,0,30,Science,Female,Textbooks,Stressed,3,Good
11,18,66,16,Arts,Male,Textbooks,Stressed,9,At Risk
22,48,23,32,Commercial,Male,YouTube,Struggling,4,Average
21,62,26,10,Science,Male,Textbooks,Stressed,4,At Risk
20,82,39,27,Commercial,Female,YouTube,Motivated,3,Average
26,21,62,31,Arts,Female,Mixed,Stressed,5,Good
30,23,60,0,Science,Male,Mixed,Stressed,3,Average
5,75,35,27,Arts,Male,Textbooks,Struggling,9,At Risk
26,29,97,6,Commercial,Female,Mixed,Motivated,3,Good
39,57,92,1,Arts,Female,Tutorials,Struggling,2,Excellent
33,30,23,23,Arts,Male,Tutorials,Struggling,5,Average
11,99,23,3,Science,Female,Textbooks,Motivated,6,At Risk
6,63,3,18,Arts,Female,Textbooks,Struggling,1,At Risk
9,18,66,25,Arts,Female,YouTube,Motivated,6,At Risk
16,47,33,10,Arts,Female,Mixed,Stressed,10,At Risk
25,44,56,39,Science,Female,YouTube,Motivated,3,Excellent
20,99,48,10,Commercial,Female,YouTube,Motivated,4,Average
27,93,86,2,Commercial,Female,Tutorials,Motivated,6,Good
1,54,52,11,Arts,Male,Tutorials,Struggling,8,At Risk
0,54,22,2,Science,Male,Tutorials,Motivated,9,At Risk
35,96,68,26,Arts,Female,Tutorials,Motivated,6,Good
25,17,94,1,Commercial,Female,YouTube,Motivated,7,Average
28,62,52,15,Science,Female,Tutorials,Stressed,5,Average
20,91,61,1,Commercial,Male,Mixed,Motivated,9,Average
10,46,40,29,Commercial,Male,Tutorials,Struggling,4,Good
39,74,56,19,Science,Female,Tutorials,Motivated,10,Average
10,56,59,37,Science,Male,Tutorials,Motivated,6,Average
35,44,53,27,Arts,Female,Textbooks,Stressed,5,Good
38,32,69,24,Arts,Female,Mixed,Motivated,1,Excellent
39,16,100,31,Commercial,Female,Mixed,Struggling,5,Excellent
34,69,56,9,Science,Female,YouTube,Motivated,5,Excellent
33,3,9,39,Science,Female,YouTube,Struggling,9,Average
23,19,39,32,Arts,Female,Tutorials,Stressed,1,Average
21,46,6,12,Commercial,Female,Textbooks,Motivated,5,At Risk
4,90,37,40,Commercial,Male,YouTube,Stressed,7,At Risk
32,14,84,36,Arts,Female,YouTube,Motivated,6,Average
35,69,60,15,Science,Male,Tutorials,Struggling,6,Average
19,46,83,21,Arts,Female,Tutorials,Stressed,7,Average
18,77,2,19,Arts,Female,YouTube,Motivated,6,At Risk
34,74,50,26,Arts,Male,YouTube,Struggling,5,Good
16,8,85,40,Arts,Male,Mixed,Stressed,10,Good
33,89,46,15,Science,Female,Textbooks,Motivated,5,Average
8,15,67,33,Arts,Male,Mixed,Stressed,9,At Risk
25,68,91,31,Science,Female,YouTube,Motivated,8,Excellent
1,60,75,25,Arts,Female,Mixed,Struggling,10,At Risk
8,9,37,24,Commercial,Male,Mixed,Struggling,4,At Risk
8,49,35,1,Science,Male,YouTube,Stressed,4,At Risk
39,2,40,11,Commercial,Male,Tutorials,Stressed,10,Average
16,76,68,39,Arts,Male,YouTube,Motivated,5,Good
0,93,12,8,Arts,Female,Tutorials,Struggling,3,At Risk
24,69,86,11,Arts,Male,YouTube,Motivated,8,Good
39,80,57,25,Science,Male,YouTube,Struggling,7,Good
24,50,49,8,Commercial,Male,YouTube,Stressed,5,Good
38,18,29,9,Science,Male,Textbooks,Motivated,10,At Risk
34,41,61,31,Science,Male,Tutorials,Motivated,3,Excellent
2,34,100,33,Arts,Female,Textbooks,Struggling,5,Good
36,45,24,19,Commercial,Female,YouTube,Struggling,3,Average
29,25,26,38,Arts,Male,Mixed,Struggling,10,Average
37,68,50,1,Science,Male,Textbooks,Stressed,5,Average
33,92,77,0,Arts,Female,Tutorials,Motivated,1,Good
11,63,56,35,Commercial,Male,YouTube,Struggling,6,Average
18,36,46,23,Arts,Female,Textbooks,Stressed,10,At Risk
36,83,99,26,Commercial,Female,Mixed,Struggling,4,Excellent
16,48,38,1,Commercial,Male,Textbooks,Motivated,4,At Risk
9,20,15,30,Arts,Female,Tutorials,Struggling,8,At Risk
11,73,21,13,Science,Male,Textbooks,Motivated,2,Average
15,63,84,1,Arts,Male,Mixed,Stressed,4,Average
23,4,53,28,Science,Female,Mixed,Stressed,2,Average
18,99,20,14,Science,Female,Tutorials,Struggling,1,Average
7,69,71,11,Arts,Male,Mixed,Motivated,10,At Risk
30,89,15,36,Science,Female,YouTube,Motivated,3,Good
20,3,58,27,Science,Male,Mixed,Motivated,8,Average
16,38,30,19,Arts,Female,YouTube,Struggling,6,At Risk
22,34,41,38,Arts,Female,Textbooks,Motivated,7,Average
36,0,73,23,Arts,Male,YouTube,Motivated,2,Excellent
15,23,31,20,Science,Male,YouTube,Motivated,6,At Risk
5,56,58,9,Commercial,Male,Textbooks,Motivated,8,At Risk
7,99,33,13,Science,Female,Mixed,Struggling,8,At Risk
24,69,8,36,Commercial,Male,YouTube,Struggling,4,Average
17,40,80,17,Arts,Male,Mixed,Motivated,6,Average
24,53,10,23,Commercial,Female,Textbooks,Motivated,5,Average
11,45,95,13,Arts,Female,Tutorials,Stressed,9,At Risk
14,59,9,33,Arts,Male,Mixed,Stressed,8,At Risk
25,59,85,11,Commercial,Male,Mixed,Motivated,2,Good
40,56,16,21,Arts,Male,Tutorials,Motivated,7,Good
25,30,67,5,Commercial,Male,Tutorials,Stressed,7,At Risk
31,83,47,35,Arts,Female,Textbooks,Stressed,1,Excellent
9,23,51,35,Science,Female,Mixed,Motivated,1,Average
15,88,24,21,Science,Male,Mixed,Struggling,4,Good
6,35,20,13,Arts,Male,Textbooks,Struggling,5,At Risk
16,84,100,15,Arts,Male,Mixed,Motivated,4,Average
22,29,64,35,Commercial,Female,YouTube,Motivated,7,Average
25,23,62,24,Science,Male,YouTube,Stressed,3,Good
20,29,88,31,Commercial,Male,YouTube,Stressed,7,Good
21,85,50,32,Arts,Female,Mixed,Struggling,8,Good
6,91,35,35,Arts,Female,YouTube,Motivated,6,Average
13,6,80,19,Commercial,Male,YouTube,Stressed,6,Average
14,34,87,17,Arts,Male,Textbooks,Struggling,8,Average
6,54,65,37,Science,Female,Textbooks,Struggling,8,Average
8,91,14,2,Commercial,Male,Tutorials,Struggling,7,At Risk
7,13,95,22,Science,Male,Tutorials,Stressed,6,At Risk
22,9,38,31,Science,Female,Tutorials,Stressed,6,Average
28,79,69,15,Science,Female,Tutorials,Motivated,10,At Risk
17,15,0,4,Commercial,Female,Textbooks,Motivated,6,At Risk
30,53,22,3,Arts,Male,Textbooks,Struggling,8,At Risk
29,94,38,20,Science,Female,Textbooks,Struggling,1,Excellent
38,88,56,39,Science,Female,YouTube,Stressed,5,Excellent
34,76,80,13,Science,Male,YouTube,Stressed,3,Good
17,69,33,38,Arts,Male,Tutorials,Motivated,8,At Risk
38,43,40,30,Arts,Female,YouTube,Motivated,6,Average
16,72,92,13,Commercial,Female,Mixed,Motivated,2,Good
13,44,72,5,Arts,Male,Textbooks,Stressed,7,At Risk
30,99,12,11,Commercial,Male,Tutorials,Struggling,7,Good
23,55,69,15,Commercial,Female,Tutorials,Motivated,5,Average
34,83,5,16,Commercial,Female,Mixed,Motivated,8,Average
33,81,83,22,Commercial,Male,YouTube,Stressed,5,Good
2,56,51,13,Commercial,Female,Tutorials,Motivated,1,Average
36,20,2,6,Science,Male,YouTube,Struggling,9,At Risk
39,67,80,31,Arts,Female,YouTube,Stressed,4,Excellent
25,49,62,14,Science,Male,Mixed,Motivated,2,Good
22,32,48,16,Commercial,Male,Tutorials,Motivated,4,Average
38,90,75,40,Arts,Female,YouTube,Stressed,9,Excellent
14,6,46,33,Science,Female,YouTube,Stressed,2,Average
3,69,54,4,Science,Male,Mixed,Motivated,4,Average
28,14,63,26,Commercial,Female,Mixed,Struggling,2,Average
21,81,64,22,Science,Female,YouTube,Stressed,5,Good
24,31,80,39,Science,Female,Mixed,Struggling,3,Good
12,74,66,13,Science,Male,YouTube,Motivated,10,At Risk
17,19,89,14,Science,Female,Tutorials,Struggling,2,Average
32,87,14,32,Science,Female,Textbooks,Motivated,9,Average
15,14,99,30,Commercial,Male,Mixed,Motivated,5,Good
1,47,31,34,Commercial,Female,Textbooks,Motivated,10,At Risk
34,70,95,16,Science,Female,YouTube,Motivated,5,Excellent
33,20,67,27,Commercial,Male,YouTube,Struggling,1,Good
29,41,17,18,Commercial,Male,YouTube,Motivated,6,Average
